Filename,Percentage
30-vars/v30_problem__024.smt2.slack.smt2,68.91%
45-vars/v45_problem_2__009.smt2.slack.smt2,72.15%
45-vars/v45_problem_2__008.smt2.slack.smt2,72.72%
45-vars/v45_problem_2__019.smt2.slack.smt2,72.44%
45-vars/v45_problem__003.smt2.slack.smt2,71.89%
45-vars/v45_problem__009.smt2.slack.smt2,72.41%
45-vars/v45_problem__022.smt2.slack.smt2,70.51%
45-vars/v45_problem_2__027.smt2.slack.smt2,67.08%
45-vars/v45_problem_2__033.smt2.slack.smt2,52.23%
45-vars/v45_problem_2__030.smt2.slack.smt2,66.12%
45-vars/v45_problem__015.smt2.slack.smt2,73.09%
45-vars/v45_problem_2__021.smt2.slack.smt2,70.50%
45-vars/v45_problem_2__025.smt2.slack.smt2,70.69%
45-vars/v45_problem__018.smt2.slack.smt2,72.83%
45-vars/v45_problem_2__001.smt2.slack.smt2,73.31%
45-vars/v45_problem_2__024.smt2.slack.smt2,70.31%
