Filename,Percentage
30-vars/v30_problem__024.smt2.slack.smt2,37.82%
45-vars/v45_problem_2__009.smt2.slack.smt2,45.61%
45-vars/v45_problem_2__008.smt2.slack.smt2,44.91%
45-vars/v45_problem_2__019.smt2.slack.smt2,37.35%
45-vars/v45_problem__003.smt2.slack.smt2,45.66%
45-vars/v45_problem__009.smt2.slack.smt2,41.82%
45-vars/v45_problem__022.smt2.slack.smt2,31.45%
45-vars/v45_problem_2__027.smt2.slack.smt2,27.44%
45-vars/v45_problem_2__033.smt2.slack.smt2,30.32%
45-vars/v45_problem_2__030.smt2.slack.smt2,31.94%
45-vars/v45_problem__015.smt2.slack.smt2,37.95%
45-vars/v45_problem_2__021.smt2.slack.smt2,36.45%
45-vars/v45_problem_2__025.smt2.slack.smt2,32.24%
45-vars/v45_problem__018.smt2.slack.smt2,32.65%
45-vars/v45_problem_2__001.smt2.slack.smt2,37.68%
45-vars/v45_problem_2__024.smt2.slack.smt2,33.40%
