Filename,Percentage
35-vars/v35_problem__013.smt2.slack.smt2,74.77%
35-vars/v35_problem__015.smt2.slack.smt2,74.19%
35-vars/v35_problem__030.smt2.slack.smt2,68.34%
35-vars/v35_problem_2__028.smt2.slack.smt2,67.66%
35-vars/v35_problem__016.smt2.slack.smt2,74.16%
35-vars/v35_problem__006.smt2.slack.smt2,75.49%
30-vars/v30_problem_2__012.smt2.slack.smt2,74.20%
30-vars/v30_problem__006.smt2.slack.smt2,74.24%
30-vars/v30_problem_2__018.smt2.slack.smt2,74.06%
30-vars/v30_problem__009.smt2.slack.smt2,73.23%
30-vars/v30_problem_2__017.smt2.slack.smt2,75.59%
30-vars/v30_problem_2__014.smt2.slack.smt2,75.79%
30-vars/v30_problem_2__010.smt2.slack.smt2,76.15%
30-vars/v30_problem_2__024.smt2.slack.smt2,72.74%
30-vars/v30_problem__004.smt2.slack.smt2,74.56%
30-vars/v30_problem__017.smt2.slack.smt2,73.95%
30-vars/v30_problem_2__008.smt2.slack.smt2,75.43%
30-vars/v30_problem__013.smt2.slack.smt2,73.41%
30-vars/v30_problem_2__020.smt2.slack.smt2,75.26%
30-vars/v30_problem__026.smt2.slack.smt2,64.61%
30-vars/v30_problem__024.smt2.slack.smt2,72.52%
45-vars/v45_problem_2__009.smt2.slack.smt2,76.56%
45-vars/v45_problem_2__008.smt2.slack.smt2,76.44%
45-vars/v45_problem_2__019.smt2.slack.smt2,74.79%
45-vars/v45_problem__003.smt2.slack.smt2,75.03%
45-vars/v45_problem__009.smt2.slack.smt2,76.19%
45-vars/v45_problem__022.smt2.slack.smt2,72.58%
45-vars/v45_problem_2__027.smt2.slack.smt2,70.10%
45-vars/v45_problem_2__033.smt2.slack.smt2,67.09%
45-vars/v45_problem_2__030.smt2.slack.smt2,70.76%
45-vars/v45_problem__015.smt2.slack.smt2,76.03%
45-vars/v45_problem_2__021.smt2.slack.smt2,72.96%
45-vars/v45_problem_2__025.smt2.slack.smt2,71.42%
45-vars/v45_problem__018.smt2.slack.smt2,74.25%
45-vars/v45_problem_2__001.smt2.slack.smt2,75.58%
45-vars/v45_problem_2__024.smt2.slack.smt2,71.17%
