Filename,Percentage
10-vars/v10_problem__006.smt2.slack.smt2,89.52%
10-vars/v10_problem_2__015.smt2.slack.smt2,90.58%
10-vars/v10_problem_2__010.smt2.slack.smt2,90.62%
10-vars/v10_problem_2__013.smt2.slack.smt2,91.01%
10-vars/v10_problem__015.smt2.slack.smt2,91.92%
10-vars/v10_problem_2__007.smt2.slack.smt2,89.68%
35-vars/v35_problem__004.smt2.slack.smt2,95.66%
35-vars/v35_problem_2__004.smt2.slack.smt2,95.85%
35-vars/v35_problem__026.smt2.slack.smt2,96.40%
35-vars/v35_problem_2__034.smt2.slack.smt2,96.60%
35-vars/v35_problem_2__021.smt2.slack.smt2,95.64%
35-vars/v35_problem__028.smt2.slack.smt2,96.52%
35-vars/v35_problem_2__026.smt2.slack.smt2,96.29%
35-vars/v35_problem_2__023.smt2.slack.smt2,96.38%
35-vars/v35_problem__018.smt2.slack.smt2,96.37%
35-vars/v35_problem__013.smt2.slack.smt2,96.06%
35-vars/v35_problem__015.smt2.slack.smt2,96.04%
35-vars/v35_problem__030.smt2.slack.smt2,96.48%
35-vars/v35_problem_2__028.smt2.slack.smt2,96.40%
35-vars/v35_problem__016.smt2.slack.smt2,96.30%
35-vars/v35_problem__006.smt2.slack.smt2,95.72%
30-vars/v30_problem_2__012.smt2.slack.smt2,95.79%
30-vars/v30_problem__006.smt2.slack.smt2,95.47%
30-vars/v30_problem_2__018.smt2.slack.smt2,95.87%
30-vars/v30_problem__009.smt2.slack.smt2,95.33%
30-vars/v30_problem_2__017.smt2.slack.smt2,96.56%
30-vars/v30_problem_2__014.smt2.slack.smt2,95.63%
30-vars/v30_problem_2__010.smt2.slack.smt2,95.52%
30-vars/v30_problem_2__024.smt2.slack.smt2,95.27%
30-vars/v30_problem__004.smt2.slack.smt2,95.32%
30-vars/v30_problem__017.smt2.slack.smt2,95.77%
30-vars/v30_problem_2__008.smt2.slack.smt2,95.42%
30-vars/v30_problem__013.smt2.slack.smt2,94.91%
30-vars/v30_problem_2__020.smt2.slack.smt2,96.72%
30-vars/v30_problem__026.smt2.slack.smt2,96.13%
30-vars/v30_problem__024.smt2.slack.smt2,95.19%
45-vars/v45_problem_2__009.smt2.slack.smt2,96.66%
45-vars/v45_problem_2__008.smt2.slack.smt2,96.46%
45-vars/v45_problem_2__019.smt2.slack.smt2,96.15%
45-vars/v45_problem__003.smt2.slack.smt2,96.38%
45-vars/v45_problem__009.smt2.slack.smt2,96.54%
45-vars/v45_problem__022.smt2.slack.smt2,96.92%
45-vars/v45_problem_2__027.smt2.slack.smt2,96.28%
45-vars/v45_problem_2__033.smt2.slack.smt2,96.95%
45-vars/v45_problem_2__030.smt2.slack.smt2,96.97%
45-vars/v45_problem__015.smt2.slack.smt2,96.56%
45-vars/v45_problem_2__021.smt2.slack.smt2,96.90%
45-vars/v45_problem_2__025.smt2.slack.smt2,96.83%
45-vars/v45_problem__018.smt2.slack.smt2,96.84%
45-vars/v45_problem_2__001.smt2.slack.smt2,96.42%
45-vars/v45_problem_2__024.smt2.slack.smt2,96.26%
