Filename,Percentage
30-vars/v30_problem_2__008.smt2.slack.smt2,74.99%
30-vars/v30_problem__013.smt2.slack.smt2,73.08%
30-vars/v30_problem_2__020.smt2.slack.smt2,75.22%
30-vars/v30_problem__026.smt2.slack.smt2,32.94%
30-vars/v30_problem__024.smt2.slack.smt2,68.94%
45-vars/v45_problem_2__009.smt2.slack.smt2,74.54%
45-vars/v45_problem_2__008.smt2.slack.smt2,76.03%
45-vars/v45_problem_2__019.smt2.slack.smt2,57.29%
45-vars/v45_problem__003.smt2.slack.smt2,74.03%
45-vars/v45_problem__009.smt2.slack.smt2,75.23%
45-vars/v45_problem__022.smt2.slack.smt2,50.48%
45-vars/v45_problem_2__027.smt2.slack.smt2,46.59%
45-vars/v45_problem_2__033.smt2.slack.smt2,48.84%
45-vars/v45_problem_2__030.smt2.slack.smt2,44.15%
45-vars/v45_problem__015.smt2.slack.smt2,75.65%
45-vars/v45_problem_2__021.smt2.slack.smt2,45.11%
45-vars/v45_problem_2__025.smt2.slack.smt2,48.89%
45-vars/v45_problem__018.smt2.slack.smt2,59.08%
45-vars/v45_problem_2__001.smt2.slack.smt2,75.32%
45-vars/v45_problem_2__024.smt2.slack.smt2,49.21%
